#,color_id,product_id,size_id,unit_in_order,unit_in_stock
359,3724,1671,800,7,22
360,3724,1671,801,2,30
361,3724,1671,802,0,19
362,3724,1671,803,3,32
363,3725,1671,798,6,21
364,3725,1671,799,7,26
365,3725,1671,800,5,24
366,3725,1671,801,2,15
367,3725,1671,802,7,41
368,3725,1671,803,7,17
369,3726,1671,798,6,41
370,3726,1671,799,6,27
371,3726,1671,800,7,46
372,3726,1671,801,3,19
373,3726,1671,802,4,24
374,3726,1671,803,8,21
375,3727,1671,798,5,35
376,3727,1671,799,4,17
377,3727,1671,800,6,25
378,3727,1671,801,1,21
379,3727,1671,802,1,22
380,3727,1671,803,6,17
381,3728,1672,820,8,31
382,3729,1672,820,0,34
383,3730,1672,820,5,25
384,3731,1672,820,3,31
385,3732,1673,798,0,15
386,3732,1673,799,3,25
387,3732,1673,800,4,35
388,3732,1673,801,7,24
389,3732,1673,802,0,12
390,3732,1673,803,5,37
391,3733,1673,798,5,30
392,3733,1673,799,4,43
393,3733,1673,800,6,16
394,3733,1673,801,9,41
395,3733,1673,802,0,24
396,3733,1673,803,9,27
397,3734,1673,798,2,30
398,3734,1673,799,7,33
399,3734,1673,800,1,18
400,3734,1673,801,8,34
401,3734,1673,802,4,22
402,3734,1673,803,5,35
403,3735,1673,798,2,23
404,3735,1673,799,0,27
405,3735,1673,800,9,39
406,3735,1673,801,9,37
407,3735,1673,802,8,33
408,3735,1673,803,2,24
409,3736,1674,826,6,22
410,3736,1674,798,2,14
411,3736,1674,799,8,22
412,3736,1674,800,2,15
413,3736,1674,801,7,26
414,3736,1674,802,3,30
415,3736,1674,803,7,23
416,3737,1674,826,7,39
417,3737,1674,798,9,21
418,3737,1674,799,3,17
419,3737,1674,800,5,31
420,3737,1674,801,6,23
421,3737,1674,802,1,36
422,3737,1674,803,6,26
423,3738,1675,799,9,39
424,3738,1675,800,7,18
425,3738,1675,801,1,23
426,3739,1675,799,1,38
427,3739,1675,800,8,40
428,3739,1675,801,4,29
429,3740,1675,799,1,27
430,3740,1675,800,0,24
431,3740,1675,801,5,39
432,3741,1676,798,4,29
433,3741,1676,799,9,31
434,3741,1676,800,6,31
435,3741,1676,801,7,33
436,3741,1676,802,9,20
437,3741,1676,803,3,32
438,3742,1677,877,8,43
439,3742,1677,878,5,27
440,3742,1677,870,3,31
441,3742,1677,872,6,37
442,3742,1677,874,6,23
443,3742,1677,876,4,40
444,3742,1677,879,1,19
445,3743,1677,877,5,15
446,3743,1677,878,2,27
447,3743,1677,870,9,21
448,3743,1677,872,1,17
449,3743,1677,874,2,15
450,3743,1677,876,2,17
451,3743,1677,879,5,20
452,3744,1677,877,3,21
453,3744,1677,878,1,40
454,3744,1677,870,6,30
455,3744,1677,872,0,12
456,3744,1677,874,5,38
457,3744,1677,876,5,22
458,3744,1677,879,6,34
459,3745,1677,877,9,46
460,3745,1677,878,3,27
461,3745,1677,870,1,17
462,3745,1677,872,6,44
463,3745,1677,874,0,28
464,3745,1677,876,5,16
465,3745,1677,879,5,27
466,3746,1677,877,1,28
467,3746,1677,878,5,21
468,3746,1677,870,3,36
469,3746,1677,872,4,35
470,3746,1677,874,7,18
471,3746,1677,876,3,30
472,3746,1677,879,2,28
473,3747,1678,798,0,31
474,3747,1678,799,9,34
475,3747,1678,800,4,37
476,3747,1678,801,6,36
477,3747,1678,802,0,26
478,3747,1678,803,6,39
479,3748,1678,798,2,23
480,3748,1678,799,2,30
481,3748,1678,800,8,25
482,3748,1678,801,5,18
483,3748,1678,802,4,31
484,3748,1678,803,8,28
485,3749,1678,798,8,28
486,3749,1678,799,5,34
487,3749,1678,800,6,23
488,3749,1678,801,0,30
489,3749,1678,802,0,34
490,3749,1678,803,3,32
491,3750,1679,828,9,25
492,3750,1679,829,7,33
493,3750,1679,830,4,41
494,3750,1679,831,6,33
495,3750,1679,832,0,10
496,3750,1679,833,6,27
497,3750,1679,834,0,24
498,3751,1679,828,4,25
499,3751,1679,829,4,21
500,3751,1679,830,6,24
501,3751,1679,831,0,30
502,3751,1679,832,3,20
503,3751,1679,833,5,19
504,3751,1679,834,5,28
505,3752,1679,828,1,14
506,3752,1679,829,5,29
507,3752,1679,830,5,28
508,3752,1679,831,5,30
509,3752,1679,832,7,37
510,3752,1679,833,2,25
511,3752,1679,834,6,22
512,3753,1680,798,7,19
513,3753,1680,799,5,36
514,3753,1680,800,6,45
515,3753,1680,801,4,15
516,3753,1680,802,4,41
517,3753,1680,803,1,32
518,3754,1680,798,4,17
519,3754,1680,799,0,39
520,3754,1680,800,9,25
521,3754,1680,801,7,17
522,3754,1680,802,3,31
523,3754,1680,803,6,29
524,3755,1680,798,6,19
525,3755,1680,799,9,25
526,3755,1680,800,0,31
527,3755,1680,801,6,35
528,3755,1680,802,5,39
529,3755,1680,803,3,16
530,3756,1680,798,8,24
531,3756,1680,799,0,34
532,3756,1680,800,7,22
533,3756,1680,801,7,20
534,3756,1680,802,9,40
535,3756,1680,803,7,24
536,3757,1680,798,8,46
537,3757,1680,799,4,23
538,3757,1680,800,9,39
539,3757,1680,801,1,17
540,3757,1680,802,1,11
541,3757,1680,803,4,40
542,3758,1680,798,4,34
543,3758,1680,799,1,25
544,3758,1680,800,4,35
545,3758,1680,801,2,29
546,3758,1680,802,4,41
547,3758,1680,803,4,21
548,3759,1680,798,5,34
549,3759,1680,799,7,31
550,3759,1680,800,4,42
551,3759,1680,801,3,36
552,3759,1680,802,8,21
553,3759,1680,803,3,22
554,3760,1681,877,1,13
555,3760,1681,878,7,26
556,3760,1681,870,0,22
557,3760,1681,872,8,47
558,3760,1681,874,6,45
559,3760,1681,876,1,24
560,3760,1681,879,6,24
561,3761,1682,828,3,27
562,3761,1682,829,0,20
563,3761,1682,830,7,46
564,3761,1682,831,6,23
565,3761,1682,832,6,16
566,3761,1682,833,1,15
567,3761,1682,834,1,34
568,3762,1682,828,1,32
569,3762,1682,829,3,18
570,3762,1682,830,0,39
571,3762,1682,831,7,21
572,3762,1682,832,6,34
573,3762,1682,833,0,14
574,3762,1682,834,7,17
575,3763,1683,798,3,16
576,3763,1683,799,1,23
577,3763,1683,800,1,18
578,3763,1683,801,0,21
579,3763,1683,802,6,32
580,3763,1683,803,6,32
581,3764,1684,798,7,24
582,3764,1684,799,1,35
583,3764,1684,800,9,35
584,3764,1684,801,9,24
585,3764,1684,802,4,28
586,3764,1684,803,7,22
587,3765,1685,836,0,13
588,3765,1685,895,1,23
589,3765,1685,838,2,39
590,3765,1685,839,2,27
591,3765,1685,841,5,16
592,3765,1685,842,0,31
593,3765,1685,843,8,31
594,3765,1685,845,1,22
595,3765,1685,846,2,27
596,3765,1685,847,7,17
597,3765,1685,849,7,36
598,3765,1685,850,4,43
599,3765,1685,851,2,33
600,3765,1685,853,6,23
601,3765,1685,854,3,30
602,3765,1685,855,2,37
603,3765,1685,857,0,36
604,3765,1685,858,0,29
605,3765,1685,859,2,13
606,3765,1685,804,0,33
607,3765,1685,805,3,17
608,3765,1685,806,9,23
609,3765,1685,860,9,28
610,3765,1685,861,7,33
611,3765,1685,862,7,20
612,3765,1685,807,5,35
613,3765,1685,808,6,38
614,3766,1686,798,4,24
615,3766,1686,799,0,15
616,3766,1686,800,0,32
617,3766,1686,801,1,15
618,3766,1686,802,8,29
619,3766,1686,803,6,37
620,3767,1686,798,9,20
621,3767,1686,799,7,41
622,3767,1686,800,1,40
623,3767,1686,801,4,41
624,3767,1686,802,0,37
625,3767,1686,803,7,28
626,3768,1686,798,4,38
627,3768,1686,799,3,25
628,3768,1686,800,4,28
629,3768,1686,801,3,32
630,3768,1686,802,6,20
631,3768,1686,803,7,25
632,3769,1686,798,7,25
633,3769,1686,799,3,35
634,3769,1686,800,7,35
635,3769,1686,801,9,42
636,3769,1686,802,8,43
637,3769,1686,803,5,28
638,3770,1687,799,5,19
639,3770,1687,800,6,35
640,3770,1687,801,2,21
641,3770,1687,802,3,40
642,3771,1687,799,3,14
643,3771,1687,800,4,26
644,3771,1687,801,0,13
645,3771,1687,802,8,29
646,3772,1688,825,8,40
647,3773,1688,825,9,37
648,3774,1688,825,8,25
649,3775,1689,800,5,17
650,3776,1689,800,8,37
651,3777,1690,870,1,13
652,3777,1690,871,2,39
653,3777,1690,872,0,15
654,3777,1690,873,3,19
655,3777,1690,874,3,40
656,3777,1690,875,0,36
657,3777,1690,876,4,40
658,3778,1691,798,7,22
659,3778,1691,799,4,16
660,3778,1691,800,5,36
661,3778,1691,801,1,25
662,3778,1691,802,8,44
663,3778,1691,803,7,26
664,3779,1691,798,6,42
665,3779,1691,799,3,13
666,3779,1691,800,9,43
667,3779,1691,801,9,25
668,3779,1691,802,5,38
669,3779,1691,803,1,31
670,3780,1691,798,4,41
671,3780,1691,799,8,43
672,3780,1691,800,6,36
673,3780,1691,801,0,31
674,3780,1691,802,8,29
675,3780,1691,803,8,36
676,3781,1692,825,1,33
677,3782,1693,804,0,13
678,3782,1693,805,5,21
679,3782,1693,807,3,34
680,3782,1693,808,0,26
681,3782,1693,809,6,21
682,3782,1693,810,0,34
683,3782,1693,811,4,22
684,3782,1693,812,5,41
685,3782,1693,813,9,36
686,3782,1693,814,5,19
687,3782,1693,815,0,20
688,3782,1693,816,9,31
689,3782,1693,817,7,45
690,3782,1693,818,6,43
691,3782,1693,819,2,18
692,3782,1693,820,9,35
693,3782,1693,821,4,43
694,3782,1693,822,2,26
695,3782,1693,823,8,36
696,3782,1693,824,8,19
697,3783,1693,804,8,40
698,3783,1693,805,7,17
699,3783,1693,807,0,29
700,3783,1693,808,2,38
701,3783,1693,809,6,24
702,3783,1693,810,3,22
703,3783,1693,811,1,22
704,3783,1693,812,0,21
705,3783,1693,813,3,29
706,3783,1693,814,0,24
707,3783,1693,815,8,43
708,3783,1693,816,6,42
709,3783,1693,817,8,32
710,3783,1693,818,2,41
711,3783,1693,819,4,22
712,3783,1693,820,4,24
713,3783,1693,821,6,21
714,3783,1693,822,3,19
715,3783,1693,823,3,36
716,3783,1693,824,9,25
717,3784,1693,804,8,25
718,3784,1693,805,6,17
719,3784,1693,807,9,28
720,3784,1693,808,7,21
721,3784,1693,809,7,18
722,3784,1693,810,9,21
723,3784,1693,811,5,42
724,3784,1693,812,9,40
725,3784,1693,813,4,43
726,3784,1693,814,5,38
727,3784,1693,815,3,41
728,3784,1693,816,1,25
729,3784,1693,817,1,31
730,3784,1693,818,1,39
731,3784,1693,819,7,23
732,3784,1693,820,9,22
733,3784,1693,821,3,21
734,3784,1693,822,3,35
735,3784,1693,823,8,23
736,3784,1693,824,5,24
737,3785,1693,804,7,23
738,3785,1693,805,9,39
739,3785,1693,807,9,22
740,3785,1693,808,2,23
741,3785,1693,809,4,37
742,3785,1693,810,6,16
743,3785,1693,811,8,36
744,3785,1693,812,5,35
745,3785,1693,813,8,24
746,3785,1693,814,5,33
747,3785,1693,815,7,24
748,3785,1693,816,6,42
749,3785,1693,817,0,21
750,3785,1693,818,8,31
751,3785,1693,819,7,26
752,3785,1693,820,5,34
753,3785,1693,821,2,36
754,3785,1693,822,4,16
755,3785,1693,823,2,21
756,3785,1693,824,1,40
757,3786,1694,825,8,35
758,3787,1694,825,7,41
759,3788,1695,798,8,33
760,3788,1695,799,8,42
761,3788,1695,800,3,23
762,3788,1695,801,8,21
763,3788,1695,802,6,20
764,3788,1695,803,6,40
765,3789,1695,798,3,33
766,3789,1695,799,3,29
767,3789,1695,800,2,32
768,3789,1695,801,9,25
769,3789,1695,802,2,17
770,3789,1695,803,5,26
771,3790,1695,798,2,23
772,3790,1695,799,0,13
773,3790,1695,800,2,12
774,3790,1695,801,7,21
775,3790,1695,802,8,33
776,3790,1695,803,7,26
777,3791,1695,798,9,26
778,3791,1695,799,4,24
779,3791,1695,800,7,29
780,3791,1695,801,9,34
781,3791,1695,802,9,43
782,3791,1695,803,2,30
783,3792,1695,798,3,31
784,3792,1695,799,4,31
785,3792,1695,800,3,37
786,3792,1695,801,9,40
787,3792,1695,802,6,23
788,3792,1695,803,1,24
789,3793,1696,881,0,27
790,3793,1696,882,3,14
791,3793,1696,883,5,25
792,3793,1696,884,5,41
793,3793,1696,885,1,29
794,3793,1696,886,8,36
795,3794,1696,881,0,30
796,3794,1696,882,5,26
797,3794,1696,883,8,19
798,3794,1696,884,4,38
799,3794,1696,885,8,19
800,3794,1696,886,1,39
801,3795,1696,881,2,24
802,3795,1696,882,2,14
803,3795,1696,883,2,18
804,3795,1696,884,5,21
805,3795,1696,885,0,10
806,3795,1696,886,0,14
807,3796,1697,798,4,26
808,3796,1697,799,5,33
809,3796,1697,800,6,24
810,3796,1697,801,8,29
811,3796,1697,802,0,10
812,3796,1697,803,7,31
813,3797,1697,798,7,25
814,3797,1697,799,0,31
815,3797,1697,800,3,36
816,3797,1697,801,6,35
817,3797,1697,802,4,16
818,3797,1697,803,3,34
819,3798,1698,798,5,25
820,3798,1698,799,0,25
821,3798,1698,800,4,21
822,3798,1698,801,2,21
823,3798,1698,802,7,27
824,3798,1698,803,6,18
825,3799,1699,798,1,30
826,3799,1699,799,9,21
827,3799,1699,800,7,32
828,3799,1699,801,9,40
829,3799,1699,802,9,36
830,3799,1699,803,8,42
831,3800,1699,798,9,34
832,3800,1699,799,9,37
833,3800,1699,800,7,41
834,3800,1699,801,0,30
835,3800,1699,802,8,24
836,3800,1699,803,6,20
837,3801,1699,798,3,20
838,3801,1699,799,7,17
839,3801,1699,800,2,22
840,3801,1699,801,2,18
841,3801,1699,802,9,40
842,3801,1699,803,3,16
843,3802,1700,798,9,47
844,3802,1700,799,3,32
845,3802,1700,800,6,34
846,3802,1700,801,5,20
847,3802,1700,802,5,38
848,3802,1700,803,5,20
849,3803,1700,798,8,46
850,3803,1700,799,6,39
851,3803,1700,800,7,27
852,3803,1700,801,9,41
853,3803,1700,802,9,32
854,3803,1700,803,6,30
855,3804,1700,798,4,25
856,3804,1700,799,9,24
857,3804,1700,800,4,29
858,3804,1700,801,4,21
859,3804,1700,802,0,10
860,3804,1700,803,5,39
861,3805,1700,798,5,18
862,3805,1700,799,7,17
863,3805,1700,800,5,42
864,3805,1700,801,0,17
865,3805,1700,802,5,30
866,3805,1700,803,7,33
867,3806,1700,798,7,26
868,3806,1700,799,0,35
869,3806,1700,800,6,23
870,3806,1700,801,5,32
871,3806,1700,802,8,21
872,3806,1700,803,8,39
873,3807,1701,826,6,26
874,3807,1701,798,1,17
875,3807,1701,799,4,41
876,3807,1701,800,0,10
877,3807,1701,801,2,29
878,3807,1701,802,8,42
879,3807,1701,803,0,31
880,3808,1701,826,1,40
881,3808,1701,798,3,26
882,3808,1701,799,4,39
883,3808,1701,800,0,39
884,3808,1701,801,4,22
885,3808,1701,802,0,25
886,3808,1701,803,2,21
887,3809,1701,826,3,19
888,3809,1701,798,6,43
889,3809,1701,799,6,37
890,3809,1701,800,9,38
891,3809,1701,801,5,31
892,3809,1701,802,3,34
893,3809,1701,803,7,33
894,3810,1701,826,5,41
895,3810,1701,798,4,34
896,3810,1701,799,4,36
897,3810,1701,800,3,14
898,3810,1701,801,5,21
899,3810,1701,802,6,34
900,3810,1701,803,9,48
901,3811,1701,826,6,28
902,3811,1701,798,8,47
903,3811,1701,799,1,20
904,3811,1701,800,2,12
905,3811,1701,801,7,29
906,3811,1701,802,6,28
907,3811,1701,803,8,25
908,3812,1701,826,6,20
909,3812,1701,798,6,27
910,3812,1701,799,8,26
911,3812,1701,800,4,29
912,3812,1701,801,9,30
913,3812,1701,802,9,22
914,3812,1701,803,5,19
915,3813,1701,826,5,27
916,3813,1701,798,9,44
917,3813,1701,799,1,20
918,3813,1701,800,3,15
919,3813,1701,801,5,16
920,3813,1701,802,8,36
921,3813,1701,803,9,47
922,3814,1701,826,4,28
923,3814,1701,798,9,27
924,3814,1701,799,3,22
925,3814,1701,800,4,17
926,3814,1701,801,2,18
927,3814,1701,802,6,30
928,3814,1701,803,4,36
929,3815,1701,826,3,15
930,3815,1701,798,6,30
931,3815,1701,799,3,26
932,3815,1701,800,9,24
933,3815,1701,801,6,39
934,3815,1701,802,4,32
935,3815,1701,803,7,18
936,3816,1701,826,3,14
937,3816,1701,798,0,37
938,3816,1701,799,7,38
939,3816,1701,800,3,35
940,3816,1701,801,5,15
941,3816,1701,802,7,23
942,3816,1701,803,6,33
943,3817,1702,826,9,26
944,3817,1702,798,3,30
945,3817,1702,799,9,46
946,3817,1702,800,5,26
947,3817,1702,801,4,43
948,3817,1702,802,8,26
949,3817,1702,803,5,38
950,3818,1702,826,5,29
951,3818,1702,798,1,23
952,3818,1702,799,7,35
953,3818,1702,800,8,41
954,3818,1702,801,1,23
955,3818,1702,802,9,37
956,3818,1702,803,0,13
957,3819,1702,826,1,28
958,3819,1702,798,5,38
959,3819,1702,799,9,37
960,3819,1702,800,5,23
961,3819,1702,801,5,44
962,3819,1702,802,2,33
963,3819,1702,803,4,38
964,3820,1703,798,7,39
965,3820,1703,799,5,43
966,3820,1703,800,1,34
967,3820,1703,801,5,38
968,3820,1703,802,0,18
969,3820,1703,803,6,19
970,3821,1704,798,6,33
971,3821,1704,799,0,36
972,3821,1704,800,8,30
973,3821,1704,801,7,41
974,3821,1704,802,5,16
975,3821,1704,803,4,34
976,3822,1704,798,3,29
977,3822,1704,799,1,32
978,3822,1704,800,8,42
979,3822,1704,801,4,31
980,3822,1704,802,1,11
981,3822,1704,803,6,18
982,3823,1704,798,6,26
983,3823,1704,799,0,38
984,3823,1704,800,9,32
985,3823,1704,801,4,39
986,3823,1704,802,1,23
987,3823,1704,803,5,15
988,3824,1704,798,5,36
989,3824,1704,799,3,32
990,3824,1704,800,0,11
991,3824,1704,801,9,20
992,3824,1704,802,9,28
993,3824,1704,803,5,30
994,3825,1704,798,7,46
995,3825,1704,799,0,26
